sentence,aspect,sentiment
"Tính năng nổi bật: cửa hàng uy tín với tầm giá này mà có 1 chiếc điện thoại như vậy là quá oke rồi 
Đúng với mô tả: đ 
Chất lượng sản phẩm: oke 10 điểm",Price,positive
"Pin sạc rất lâu đầy. Tốc độ sạc chậm hơn hãng khác. Sạc chậm, chờ đợi lâu. Sạc từ 10% lên 100% mất gần 3 tiếng, rất bất tiện. Đóng hàng hơi mỏng manh",Packaging,negative
"sử dụng tạm thôi, máy chạy chậm như rùa, pin 5000 nhưng chắc là làm nhầm 500, sử dụng bình thuờng buổi sáng thì hết pin",Performance,negative
Sản phẩm tạm ổn với mức giá,Price,positive
"Chất lượng sản phẩm: sử dụng nghe gọi không được , loa cứ bị rè 
Tính năng nổi bật: không 
Đúng với mô tả: khác hoàn toàn mô tả giao điện thoại không đúng mẫu như lừa khách hàng nhắn tin thì không trả lời nói chung chung thì cũng tạm nhưng ghét cái là lừa dối khách hành",General,neutral
"Nhóm màu: xanh ngọc 
Dung lượng lưu trữ: 128gb máy đẹp như mới chắc chắn mượt. Cửa hàng giao sai màu nhưng có phản hồi . Chăm sóc khách hàng nhanh chóng . Sản phẩm pin hơi thấp nếu chơi game thì nhanh tụt pin chế độ chờ tầm 3 ngày .",Packaging,negative
"nhận được từ sáng, sử dụng đến tối vừa 1 ngày hiện tại ổn,sử dụng làm máy phụ ổn. pin sử dụng tác vụ cơ bản 1 ngày thoải mái không biet lâu dài thì như nào. cửa hàng nhắn tin hỗ trợ thắc mắc tốt. sẽ quay lại đánh giá thêm sau 1 thời gian nữa :))",Shop_Service,positive
"Chất lượng sản phẩm: tốt
Tôi tes thấy chất lượng tốt ! còn độ bền thì sử dụng 1 thời gian mới biết được.. Hàng đúng như mô tả.tốt cửa hàng",General,positive
"Chất lượng sản phẩm: chua su dung 
Tính năng nổi bật: không rõ 
Đúng với mô tả: không rõ sản phẩm giao chậm, và bị tách 1 bên tem .",Shipping,negative
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: chính hãng cửa hàng bán rẻ hơn so với những cửa hàng khác mình mua được rẻ hơn 500k",Price,positive
"Màu sắc: màu xanh 
Phân loại: likenew 99% cảm ơn cửa hàng đã giao hàng rất nhanh. chủ cửa hàng rất nhiệt tình, con máy s23 ultra này thực sự ngon hơn cả mong đợi",Shop_Service,positive
dùng tốt đánh giá 5 sao cho cửa hàng,General,positive
Màu máy: màu xanh sản phẩm: oppo a15s 8/256gb chuẩn. Tốt nha cửa hàng máy đẹp mới chuẩn đúng chính hãng luôn nha nói chung là tết qua thì mọi chức năng đều rất là tốt cửa hàng bán uy tín đúng mẫu mình cần chuẩn lắm luôn giá cả hợp lý cửa hàng tư vấn nhiệt tình đóng gói chắc chắn cẩn thận tặng cửa hàng năm sao nha lần sau mình sẽ giới thiệu mọi người ủng hộ cửa hàng cảm ơn cửa hàng nhiều 😷,Design,positive
"Sản phẩm lỗi vặt. Không đúng màu đã chọn. Hiệu năng không ổn định. Máy tự khởi động lại 2-3 lần/ngày. Pin sạc mãi không đầy. Đóng gói không niêm phong. Chăm sóc khách hàng không có chuyên môn, trả lời chung chung",Performance,negative
"Màu sắc: bạc 
Phân loại: nguyên seal +sạc 18w chất lượng:cam ổn máy đẹp mới có sạc chơi game tốt nói chung quá tốt so với giá",Camera,positive
Variation3: mỹ 2 sim 99% 128gb tính năng:sản phẩm đúng mô tả chất lượng:sản phẩm đúng mô tả,General,positive
"màn thì bị hở sáng ,loạn cảm ứng ,pin thì chai nặng",Battery,negative
Shop tư vấn đúng thông tin sản phẩm. Hiệu năng thì mình sẽ đánh giá sau khi dùng một thời gian.,Shop_Service,neutral
"Nhóm màu: màu xanh lá cây 
Dung lượng lưu trữ: 128gb giao hàng nhanh chóng và an toàn., các tính năng đột phá, yêu cổng usb-c!, chất lượng camera ấn tượng!, các tính năng đột phá, yêu cổng usb-c!,",Shipping,positive
"Cửa hàng bán hàng láo nháo, không uy tín màn hình lỗi đốm trắng, đốm đen nhiều như bầu trời sao, cùng vân tay thợ sửa lẫn trong kính màn hình. Camera chụp hình như đang ở mù cang chải, sương mù dày đặc. Hàng bỏ đi. Không nên mua.",Camera,negative
"Phiên bản: 2022 snap680 variation3: ram 6/128gb đả sài thử 3 tuần rồi ,máy mới tốt đáng mua",General,positive
"mở ứng dụng muộn, đóng gói đẩy khung lệch. camera zoom kỹ thuật nhiễu hạt, pin hao ghép mic.",Packaging,negative
"Đúng với mô tả: đúng 
Tính năng nổi bật: nhỏ gọn cầm sướng tay 
Chất lượng sản phẩm: tốt, nhưng màn hình hơi mờ, load hơi chậm tuy vậy nhưng xem video vẫn rất sắc nha, mọi người nên mua làm điện thoại dự phòng. Xem được cái youtube, bàn phím vừa phải bấm vẫn được nha. Đủ các nút như điện thoại to luôn 😛😛😛",Design,positive
"Đúng với mô tả: tốt 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: chưa biết cửa hàng đóng gói kỹ giao hàng nhanh chóng sản phẩm đẹp",Packaging,positive
"Máy là oppo a9 chứ không phải f11 thông số ảo mình đã mua 2 cái đều bị y vậy nhưng giá rẻ , sử dụng cũng khá mượt. Nói chung chấp nhận được",Performance,positive
"Chất lượng sản phẩm: ngoại hình tốt 
Đúng với mô tả: đúng mô tả 
Tính năng nổi bật: nghe gọi đóng hộp cẩn thận , máy hộp có niêm phong không biết sử dụng có ổn không nữa . sẽ đánh giá lại sau khi sử dụng",Packaging,positive
"Color family: random color sản phẩm: hiệu năng mượt mà, giao diện dễ sử dụng, màn hình tuyệt đẹp, màu sắc sống động và rực rỡ, giá trị tuyệt vời cho số tiền, tặng cửa hàng 5 sao nhé.",Display,positive
Thiết kế mặt lưng sử dụng chất liệu kính,Design,neutral
"Mua xong hối hận không như mong đợi quá nhiều điểm trừ. Máy hoàn thiện kém, hiệu năng yếu, pin không trâu, camera bt. Không có gì đáng mua.",Performance,negative
"Tính năng nổi bật: nhanh mượt máy khởi động nhanh , sử dụng nghe nhạc , nghe gọi cho người lớn tuổi tốt . 
Chất lượng sản phẩm: sạc pin hơi lâu , máy giá rẻ nên cũng chấp nhận được , sử dụng nhanh bị nóng máy . Máy cấu hình tốt trong tầm giá máy đẹp , chỉ bị chớt nhẹ một chút . Giá rẻ nên thế này cũng tốt rồi . Đặt màu đỏ thì lại giao máy màu vàng , thôi không sao vẫn sử dụng tốt . Vẫn cho cửa hàng 5 sao",Design,positive
"Sóng chập chờn, không ổn định",General,negative
Tư vấn sạc nhanh . Nhưng sạc 8 tiếng chưa đầy pin. Máy bóc ra đã lỗi mic. Gửi bảo hành thì cũng vẫn v. Chán,Battery,negative
"Chất lượng sản phẩm: thảm họa 
Đúng với mô tả: sai sự thật 
Tính năng nổi bật: màn hình kém nhìn mờ mịt, máy lag khi lướt facebook, bảo hành 1 tháng không xong",General,negative
"Quá bất ngờ, máy đẹp lắm cửa hàng ơi, sử dụng qua các chức năng hoạt động rất tốt và ổn định, màu sắc đẹp, màn hình cảm ứng lướt êm ái, giá cả vừa tầm hợp lý, mình rất hài lòng vừa ý khi nhận được sản phẩm ,đúng như cửa hàng mô tả, cảm ơn cửa hàng nhé,",Price,positive
Phần mềm youtube đi kèm phiên bản hệ điều hành mặc định từ nhà sản xuất.,General,neutral
"Pin tụt nhanh khi có cuộc gọi dài, không hài lòng.",Battery,negative
"Chất lượng sản phẩm: không đúng 
Đúng với mô tả: không đúng cửa hàng làm ăn bát nháo đổi lỗi cho ng tiêu sử dụng, đã liên hệ shoppee và đang chờ giải quyết, sốc ngang sốc dọc luôn😡",Shop_Service,negative
"Mình thường mua sản phẩm trên shopee. Khá hài lòng về thời gian đóng gói của cửa hàng và thời gian giao hàng của đơn vị vận chuyển. Dòng nubia thì cũng có tìm hiểu kỹ từ các video review trên ytube cho nên mình chọn con này. Đã test thử từ game, nghe nhạc, độ mượt của màn 120hz quá tốt, giá cả lại quá hợp túi tiền. Rất tiếc là cửa hàng không có các dòng nubia z nhưng mà vẫn tốt. Sản phẩm này ổn trong tầm giá. Sẽ ủng hộ nếu cửa hàng có các dòng mạnh hơn. Chúc cửa hàng mua may bán đắt nhé.",Packaging,positive
"Ngoại hình kém, sơn bong 'premium' nhưng dỏm camera & pin đều yếu,",Design,negative
"Nhóm màu: vàng 
Dung lượng lưu trữ: 8gb đã nhận được hàng sáng nay , sản phẩm như mong đợi , chiến game mượt , cấu hình tốt , chụp hình nét lắm ,,, cửa hàng nhiệt tình lắm ạ, a ship giao hàng thân thiện … cảm ơn sàn lazada uy tín 🥰",Shipping,positive
máy rẻ tiền bề ngoài là tốt. khi mua cân nhắc kỹ nghe.pin cũ không giữ pin được.. bấm chút là hết pin.chưa sử dụng gì mà bộ nhớ đầy rồi.. ứng dụng gì mà hoá trời không coi youtube được..không giống như quảng cáo.sạc không vô pin,General,negative
"Màn hình này sử dụng tấm nền AMOLED, mình chưa kiểm tra khả năng hiển thị dưới nắng.",Display,neutral
Camera sau thiếu sáng nặng pin tụt khi sử dụng map đóng hàng thiếu lớp lót,Packaging,negative
Nhóm màu: màu đen check imei trên hệ thống đúng hàng chính hãng. nguyên tem.máy đẹp lắm.ủng hộ cửa hàng lần sau,Design,positive
"Chất lượng sản phẩm: 8 
Đúng với mô tả: 7 
Tính năng nổi bật: máy ngoại hình ổn máy ngoại hình ổn, đẹp. cấu hình máy không đúng chỉ ram6/128 với tiêu đề đăng bán 8/256.",Design,positive
"Phân khúc 3tr thiết kế hoàn thiện rất tốt. Màn sáng đẹp, cam kém không đòi hỏi nhiều , loa đủ toa để giải trí, cầu hình vừa phải. Trong phân khúc giá này có lẻ đây là con máy tốt. Độ bền thì sử dụng thời gian mới đánh giá được",Display,positive
"Điện thoại đặt màu xanh thì cửa hàng giao màu bac,điện thoại thì đơ không lướt được. Nhắn tin cho cửa hàng cũng không trả lời luôn",Performance,negative
"Nhóm màu: đen 
Dung lượng lưu trữ: 6gb+128gb cửa hàng để thông tin tặng củ sạt nhưng khi nhận hàng chỉ có điện thoại và cáp sạt theo máy. vui lòng check lại khâu đóng gói và gởi bù sản phẩm cho đúng như quảng cáo. cảm ơn",Packaging,negative
giao hàng nhanh chóng nhân viên gọi điện hỏi chị tiết địa chỉ giao hoặc được lựa chọn ra cửa hàng lấy,Shipping,positive
"Giao nhầm vùng, pin chỉ 3 giờ xem phim. Camera macro thiếu ánh, dịch vụ đóng yêu cầu bất ngờ.",Battery,negative
"chính sách bảo hành không rỏ ràng,",Shop_Service,negative
"Chăm sóc khách hàng làm ăn tệ hứa hỗ trợ nhanh nhưng không trả lời template, không bồi hoàn,",Shop_Service,negative
"Chất lượng sản phẩm:  tốt 
Đúng với mô tả: yes sử dụng 3 ngày mới đánh giá máy đẹp không xước, màn hình đẹp, pin tốt máy sử dụng mượt không lỗi, còn áp suất cửa hàng uy tín, chúc cửa hàng buôn may bán đắt",Battery,positive
"Chất lượng sản phẩm: tạm 
Đúng với mô tả: chưa đúng 
Tính năng nổi bật: giá rẻ nói 256gb nhưng về máy chỉ 128gb thôi, ram cũng 4gb thôi mà dám để láo, được cái giá cũng rẻ thôi, chứ làm ăn láo quá",Price,positive
This phone it's used and repaired mẫu máy. Ref. Iam was expected a new one phone.,General,positive
"máy sử dụng ổn áp, màn 120hz khá mượt ( có thể tùy chỉnh tốc độ vuốt) sạc cũng nhanh ( sạc có 2 ổ, 1 ổ 2 chân và 1 ổ 3 chân"" có thể sử dụng sạc tùy thích). có chức năng sạc nhánh nên khi chơi game không phải lo về pin. đối với chơi game thì ổn áp với những con game tầm trung ( còn những game mihoyo thì hơi khó) mới trải nghiệm nên chờ về lâu dài xem sao.""",Display,positive
đã nhận được hàng giao hàng nhanh đóng gói kỹ điện thoại khá to bữa giờ test máy thấy cũng tốt nhưng chưa sử dụng nhiều không biết có bền không giá hợp lý nói chung ổn trong tầm giá,Shipping,positive
"Color family: random color sản phẩm: quá ngon,máy không quá mắc tiền nhưng chất lượng nhận được thì qua tuyệt, ngoại hình cũng đẹp, giao hàng lại nhiệt tình nên mình rất hài lòng",Shipping,positive
"variation3: ram 4/64gb mình sử dụng được tuần. máy lướt rất mượt, loa to rõ ràng. ấp dụng mã giảm giá 4tr220k mà mua được máy này sài là quá hời luôn ạh",Price,positive
điện thoại tốt ngon pin trâu dành cho shipper,Battery,positive
"Màu sắc: xanh ngọc 
Dung lượng lưu trữ: 128gb máy đẹp không tì vết luôn nha mọi người, giao hàng nhanh, nhân viên giao hàng nhiệt tình, cảm quan ban đầu rất tốt còn về chất lượng về sau mới biết được, sẽ ủng hộ cửa hàng tiếp trong thời gian tới.",Shipping,positive
"Hàng rẻ so với giá, màn mờ, pin còn tốt mà tụt nhanh lắm, loa bé, mic hơi kém, cảm ứng không nhạy",General,negative
Giao hơi lâu chút. Nhưng đúng hàng.,Shipping,negative
Chưa có dịp chụp ảnh trong điều kiện thiếu sáng nên chưa thể đưa ra đánh giá về camera.,Camera,neutral
"Chất lượng sản phẩm: kem 
Đúng với mô tả: không cửa hàng gjao con máy lỗi cho mình. không kết nối wifi được. máy lỗi màn hình bị tím ở giữa, cấu hình thì không giống mô tả, chạy rất chậm. mic thì rè gọi cho ng khác họ không nghe thấy, m bấm hoàn hàng thì không được xử lý",Shop_Service,negative
Máy đẹp chức năng tốt nhưng không còn áp suất camera có bụi bẩn vào tháo ra kiểm tra thì lại thiếu hai cái ốc bận quá nên không gửi đi đổi,Camera,negative
"mở ứng dụng muộn, đóng gói đẩy khung lệch. camera zoom kỹ thuật nhiễu hạt, pin hao ghép mic.",Camera,negative
"tệ dịch vụ hậu mãi kém trung tâm bảo hành làm việc thiếu chuyên nghiệp,",Shop_Service,negative
"sạc lâu vô , mạng lâu lâu bị mất kết nối",General,negative
Chất lượng sản phẩm: thiết kế bên ngoài trùng khớp với mô tả; đóng gói đầy đủ phụ kiện kèm theo.,Design,neutral
"Chất lượng sản phẩm: theo cá nhân tôi sử dụng tác vụ bình thường quá mượt rồi. Xem phim l. Zalo. Facebook. Đọc báo. Chơi game nhẹ tốt. Sử dụng bình thường 2 ngày chưa sạc 
Tính năng nổi bật: thích nhất pin 7000 
Đúng với mô tả: đúng như quảng cáo nhận hàng rất ưng. Đóng gói kĩ.",Battery,positive
"Lần đầu tiên mua điện thoại trên sọp pe, mình check giá ngoài tgdđ thì thấy tầm 2tr9, lên live săn chỉ có 2.024.000🐟, khi nhận cũng hồi hộp lắm về mở ra xem thì thấy đúng hàng new đàng hoàng đầy đủ phụ kiện, cửa hàng có gói chống sốc niêm phong rất uy tín, do mua làm điện thoại phụ nên tầm 2 củ là đủ sử dụng, tuy có hơi lag khi vào ứng dụng nhưng giá này không đòi hỏi với gì thêm vì dung lượng tận 128gb, lướt bình thường nhắn mess tốt hợp cho phụ huynh sử dụng, lúc call video có hơi lag với không nghe rõ",General,positive
"Sau khoảng 2 tuần sử dụng thì camera phía sau máy của mình có bị rơi ra và không gắn lại được vì không có keo chuyên dụng, lúc nghe gọi nói chuyện video qua zalo không nghe rõ âm thanh, lúc nghe lúc không cứ bị giật mặc dù đã đổi qua 4g. Sử dụng lướt Facebook thì thấy thỉnh thoảng bị lag đứng lại 1 lúc",Camera,negative
Giao hơi lâu chút. Nhưng đúng hàng.,Shipping,negative
"Mua giúp bạn với giá 17.1tr thấy giá cũng ổn. Hộp được bọc tốt không móp méo, ngoại hình mở ra tốt. Tuy nhiên bạn trải nghiệm kêu máy nghe nhạc rất nóng. Tần số 60hz khi lướt thấy giật lắm",Display,negative
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: chip mạnh, mượt sản phẩm giá rẻ. giao hàng nhanh, máy siêu mượt luôn, màu sắc cửa hàng giao cũng đúng nữa. pin ở mức ổn, máy 8/128 chứ không phải 8/256 như cửa hàng mô tả. chất lượng sản phẩm tốt",Shipping,positive
"Trải nghiệm hiệu năng kém, máy thường lag khi mở app nặng. Khác với mô tả, cấu hình như quảng cáo nhưng thực tế yếu hơn. Tính năng nổi bật không hoạt động ổn định. Pin tụt nhanh, sạc chậm, đóng gói sơ sài, ship trễ, chăm sóc khách hàng phản hồi chậm",Shipping,negative
"Nhóm màu: đen 
Phân loại sản phẩm: có sạc cảm nhận ban đầu rất ấn tượng máy đẹp có tặng kèm ốp bảo vệ dán màn hình sãn luôn rất chu đáo",Design,positive
"Tình trạng: 83% 
Nhóm màu: vàng goi hàng bao bì đẹp,giao hàng thân thiết, máy giống mô tả nhưng thiếu cục sạc,cửa hàng gửi thêm giúp mình nha",Shop_Service,neutral
"Nhóm màu: blue 
Dung lượng lưu trữ: 128gb dung lượng lưu trữ cao, chất lượng máy ảnh ấn tượng, tuổi thọ pin lâu dài, khả năng sạc nhanh",Camera,positive
"điện thoại mua về mà ứng dụng zalo thì không sử dụng được , báo zalo không được hỗ trợ trên thiết bị này. zalo bây giờ là ứng dụng thiết yếu nhưng lại không thể cài đặt cũng như không thể sử dụng được trên điện thoại thì mua điện thoại về có khác gì cái điện thoại cục gạch đâu . nhắn tin hỏi thì cửa hàng câm luôn, không phản hồi. màn hình thì viền xung quanh bị chạy dọc, ngang mờ 4 cạnh. sử dụng điện thoại thì đơ, phải tắt nguồn đi bật lại liên tục thì mới tiếp tục sử dụng được.",Shop_Service,negative
sản phẩm chất lượng và đầy đủ thời gian giao hàng nhanh đóng gói rất cẩn thận chúc cửa hàng buôn may bán đắt,Packaging,positive
"Màu sắc: màu đen ( hộp) máy tốt, hàng chuẩn xịn y mô tả, cửa hàng hỗ trợ nhiệt tình",Shop_Service,positive
"Tính năng nổi bật: rất thú vị 
Chất lượng sản phẩm: tốt 
Đúng với mô tả: rất đúng lần đầu mua và sử dụng gaming phone nên cảm thấy rất thú vị và chơi rất mượt phù hợp với giá",Price,positive
"Nhóm màu: vàng 
Dung lượng lưu trữ: 6gb+128gb giao hàng nhanh chóng và an toàn, giá trị tuyệt vời cho số tiền bỏ ra, dung lượng lưu trữ lớn,",Price,positive
"Điện thoại màn hình đẹp,hơi xước tí, nhưng vẫn đẹp, giao nhanh,mua lần th2 vẫn tốt như lần đầu. Giá rẻ. Máy rất mượt.",Performance,positive
"Đúng với mô tả: chuẩn 
Chất lượng sản phẩm: rất tốt uy tín",General,positive
"Sản phẩm: hàng lỗi hoặc bị hư hỏng máy có 2 loa, mua về chỉ phát 1 loa. Đem ra ttbh thì yêu cầu phải có hoá đơn + để máy lại sửa. Mình không chịu nên lấy về hoàn hàng cho shopee. Shopee lấy về 1-2 tuần sửa máy xong trả lại cho mình, không biết có bị bung máy chưa nữa :)",Shop_Service,negative
"Nhựa rẻ tiền không đúng chất lượng camera nhòe, phần mềm lỗi. Ship hàng mất 3 tuần, khi tới thì hộp móp méo, máy bên trong trầy xước, chụp ảnh thì nhòe nhoẹt không rõ.",General,negative
không có gì đặc biệt nhưng cũng không tệ. Máy có nóng lên một chút khi dùng lâu.,Performance,neutral
"Chất lượng camera trong điều kiện đủ sáng ở mức ổn, thời gian giao hàng đúng như dự kiến.",Camera,neutral
"Nhóm màu: xanh tuổi thọ pin lâu dài, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc, tuổi thọ pin lâu dài,",Battery,positive
bị lổi cam xiêu rộng.,Camera,negative
"Phiên bản: ram 6/128gb hàng đẹp,quá chuẩn ! cửa hàng giao hàng nhanh,tốt lắm 👍",Design,positive
đặt hàng ở đây được ra fptshop lấy hàng xịn luôn,General,positive
"Mua với giá gần 4tr, hơi lag, số tiền này kiếm mua ip cũ sử dụng thì vẫn tốt hơn nhe có xuất hoá đơn đầy đủ, chăm sóc khách hàng cũng được",Shop_Service,neutral
"máy còn nguyên, mua về xg tải game test thử thì máy rất lag không vô game được, lướt tik/wed thì có lúc màn hình bị đứng và thường hay bj out ra trg lúc sdung, pin tụt khá nhanh. ns chung là mua về chỉ sử dụng gọi điện thoi còn chơi game hay lướt web thì nên cân nhắc",Battery,negative
"Mua giúp bạn với giá 17.1tr thấy giá cũng ổn. Hộp được bọc tốt không móp méo, ngoại hình mở ra tốt. Tuy nhiên bạn trải nghiệm kêu máy nghe nhạc rất nóng. Tần số 60hz khi lướt thấy giật lắm",Design,positive
"Đầu năm mua s24u, 2 tháng sau mua s25u. Mình không rành công nghệ nhưng sử dụng rồi thì thấy khác",General,neutral
"Màu sắc: đen 
Phân loại: nguyên seal +sạc 18w chấp nhận trong tầm giá. Cử chỉ vuốt lên xuống trong app facebook chưa mượt so với máy có màn cùng tần số quét 90. Hình thức đẹp, cứng cáp.",Performance,neutral
"Màu sắc: vàng giá cả:đẹp độ bền:đẹp 
Thời lượng pin:đẹp",Price,positive
Chụp thiếu sáng tệ. Mô tả camera siêu nét là giả. Hiệu năng yếu. Ảnh chụp tối noise nặng. Máy chậm. Pin kém. Đóng gói ẩu tả,Performance,negative
"Sử dụng kiểu làm máy phụ hoặc muốn chửa cháy thì tốt. Màn lô nhợt nhạt coi lâu dài rất đau mắt kinh khủng. Mọi thứ điều tốt ổn định. Trừ 1* giao sai màu, rất rất dặn kĩ rồi. Trả hàng thì rườm rà mắc mệt thôi lấy sử dụng đại hư dục...",Shipping,negative
"Nhóm màu: vàng chất lượng:thương hiệu đáng tin cậy,",General,positive
sao điện thoại không nhận được sim vậy ạ,General,negative
"Chất lượng sản phẩm: khá chất lượng và ổn nhưng quảng cáo thì android 10 nhưng tôi sử dụng app chuyên dụng thì là android 6.1 
Tính năng nổi bật: sử dụng khá ổn và mượt 
Đúng với mô tả: tốt",Performance,positive
Quá trình vận chuyển đúng theo lịch trình dự kiến của đơn vị giao hàng.,Shipping,neutral
"sử dụng mấy hôm thấy êm, chỗ cắm sạc cũng rất chắc chắn, sạc nhanh sài lâu hết pin, cửa hàng còn có gửi thư cảm ơn. shipper giao hàng nhanh chóng nhiệt tình",Battery,positive
Tiền nào của nấy nhé. Suy nghĩ kỹ khi mua. Nghịch 1 lúc máy ấm lên tý là nó cứ bị vang lung tung. Cho dù mình không làm gì. Ngoại hình thì như mới. Nhưng máy thì quá lag.,Performance,negative
Camera selfie làm mịn quá mức mất chi tiết. Ảnh chụp ra quá ảo. Chỉ số chống nước không đáng tin cậy. Phần mềm chạy không ổn định hay bị văng ra. Chăm sóc khách hàng khó liên hệ qua điện thoại. Giao hàng rất lâu gần 10 ngày,Camera,negative
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng sản phẩm bên cửa hàng rất đẹp cửa hàng giao rất nhanh sản phẩm đúng như cửa hàng mô tả máy chạy rất mượt, giá cả lại rẻ tôi rất hài lòng cảm ơn sếp",Shipping,positive
"máy bị hư cả 2 nút nguồn, pin chai nặng, máy bị bong phần lưng dính không chắc chắn, lỡ làm tắt nguồn là hết cứu vô phương bật lên được 😡😡😡😡😡😡😡",Design,negative
"Bèo nhèo không như camera noise, đóng gói lỏng",Packaging,negative
"Tính năng nổi bật: game 
Đúng với mô tả: tốt 
Chất lượng sản phẩm: ổn hàng đẹp, đúng mô tả, giao nhanh. Cửa hàng tư vấn nhiệt tình, gói hàng kỹ. Sản phẩm chất lượng, giá hợp lý. Giao hàng siêu tốc, sẽ ủng hộ tiếp. Đóng gói cẩn thận, hàng nguyên vẹn",Shipping,positive
Camera thiếu filter tự nhiên màu xỉn shipping giao sai sản phẩm phải hoàn trả đóng gói lộn xộn,Shipping,negative
Chuẩn bị hàng và giao hàng quá lâu. Mình đặt từ 28/12 đến 10/1 mới đến tay trong khi mình ngay ngoại thành hn. Bọc hàng khá kĩ nhưng hộp của ip vẫn bị df 1 góc như hình. Chất lượng sản phẩm phải sử dụng mới đgia được. Giá rẻ.,Price,positive
"Nhóm màu: đen 
Dung lượng lưu trữ: 6gb+128gb tuổi thọ pin lâu dài, tùy chọn màu sắc rực rỡ, máy ảnh chất lượng cao cho những bức ảnh tuyệt đẹp, giao hàng nhanh chóng và an toàn, tùy chọn thanh toán dễ dàng và tiện lợi, dung lượng lưu trữ lớn,",Battery,positive
bàn phím cứng bị lỗi bấm lúc được lúc không,General,neutral
"Sản phẩm tốt, giao hàng nhanh chóng, sản phẩm đùn với mô tả trên",Shipping,positive
Hiệu năng chưa sử dụng nhiều nên chưa đánh giá được. Cho mình hỏi máy có được cập nhật phần mềm lâu dài không?,General,neutral
hiệu năng nóng ran khi charge pin chỉ 3h dùng cơ bản chăm sóc khách hàng không refund,Shop_Service,negative
"Mình không biết tại sao lại co dấu hiệu bóc như này. Nhưng máy mới kích hoạt, đóng bọc cẩn thận, nhân viên nhiệt tình",Packaging,positive
"Nhóm màu: midnight 
Dung lượng lưu trữ: 128gb giao hàng nhanh. đóng gói kỹ. giá hợp lý.",Packaging,positive
điện thoại sử dụng rất tốt máy chạy mượt tất cả đều tốt giá lại rẻ nên mua đễ sử dụng,General,positive
"Chất lượng sản phẩm: tốt 
Tính năng nổi bật: máy đẹp 
Đúng với mô tả: đúng mô tả máy đẹp . đủ sạc , máy êm pin ổn áp nè",Battery,positive
"Nhóm màu: natural 
Dung lượng lưu trữ: 256gb giao hàng nhanh chóng và hiệu quả, màn hình lớn với hiển thị sống động, nhiều tùy chọn màu sắc,",Shipping,positive
Nhóm màu: xanh dương máy đẹp.giao hàng nhanh.ngoại trừ giao sai màu tất cả đều tốt,Design,positive
"Nhóm 
Màu sắc: màu ngẫu nhiên sản phẩm: quá ngon,máy không quá mắc tiền nhưng chất lượng nhận được thì qua tuyệt, ngoại hình cũng đẹp, giao hàng lại nhiệt tình nên mình rất hài lòng",Design,positive
"đóng gói kém chuyên nghiệp, hộp ko có tem niêm phong, ko có bọc chống sốc. ship bị giao nhầm sang địa chỉ khác. hiệu năng rất yếu, mở app rất chậm.",Packaging,negative
"Con này sử dụng cứ tù làm sao á, nhưng mà để phụ huynh sử dụng thì rẻ tạm ổn. Ưu điểm là có cả củ sạc nhanh",Battery,positive
"Màu sắc: xanh dương ram/bộ nhớ: ram 8g/128g ngon bổ rẻ keo lưng hơi hở , đặt xanh giao hồng , nhưng sử dụng tốt , mua đúng sale còn 3tr5 được hoàn 210k nửa tiếc tiền hoàn của lazada sài hơi chưa 😁",Price,positive
"Thời lượng pin:hơi kém do chai pin 📸  ⚡ 
Hiệu suất:ổn định máy hơi nóng hiệu suất sử dụng bình thường mọi áp đều sử dụng được hết không bị văng , máy không có vân tay. Chất lượng camera tốt tốt",Performance,positive
"hàng giá trị cao mà đóng gói qua sơ sài, video minh hoạ, giao hàng chậm",Packaging,negative
"Nhóm màu: desert 
Dung lượng lưu trữ: 256gb chất lượng, giá cả hợp lý. ủng hộ",Price,positive
"Chế độ chụp ảnh xóa phông có trên máy, mình sẽ thử nghiệm vào cuối tuần.",Camera,neutral
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: tốt
Cửa hàng hỗ trợ nhiệt tình và có trách nhiệm, thấy rất uy tín",Shop_Service,positive
Chất lượng ảnh chụp trong điều kiện đủ sáng ở mức chấp nhận được.,Camera,neutral
Dung lượng pin danh định của máy là 4500mAh.,Battery,neutral
Giao hàng nhanh đóng gói chắc chắn đã mua nhiều của cửa hàng nên yên tâm,Shipping,positive
Ảnh chụp bị ám màu xanh dương. Máy không có cổng kết nối cần thiết. Cảm biến vân tay nhận diện kém. Hiệu năng không ổn định hay bị sụt. Chăm sóc khách hàng từ chối nhận sai sót. Shipper không giao hàng lên tận nơi,Shop_Service,negative
"Nhóm màu: desert 
Dung lượng lưu trữ: 256gb nhiều tùy chọn màu sắc, giao hàng nhanh chóng và hiệu quả,",Shipping,positive
